Simulacion,RMSE
f1,35.70362984069607
f2,38.26688077122842
f3,42.92077712363674
f4,50.2901719933146
f5,54.0869207712903
f6,64.37520895057352
f7,69.49966813136346
f8,61.575741327357896
f9,74.43065082573439
f10,77.38582040839759
f11,78.83947334067771
f12,86.95878563671438
f13,96.60718004378803
f14,98.66745744593321
f15,120.24096213003979
