Simulacion,RMSE
f1,866.6438410396402
f2,887.8676667574842
f3,907.7153455899622
f4,850.538722300537
f5,909.9110761846626
f6,758.9774522493766
f7,793.6014064829664
f8,877.0831822666709
f9,906.4198105042817
f10,909.5210471646377
f11,922.4008702849103
f12,978.7316424133127
f13,1014.7410634443893
f14,1108.4115139716139
f15,1205.0426147848755
