Simulacion,RMSE
f1,0.05030759171569226
f2,0.049758324682162215
f3,0.05296906552883443
f4,0.05190397699429667
f5,0.06232365096574351
f6,0.08901589441457222
f7,0.09707348831899924
f8,0.09647345294764978
f9,0.09768309639521841
f10,0.09519996868786855
f11,0.0887713529648038
f12,0.0827914664554175
f13,0.08546461341483588
f14,0.07598833580479088
f15,0.06980630149287348
