Simulacion,RMSE
f1,17.879911720434457
f2,20.125025209738656
f3,24.302158971920445
f4,32.8519204679652
f5,37.02205490161145
f6,44.221531858822345
f7,48.44398541154396
f8,50.937579075253254
f9,67.61262629231663
f10,74.10856718368416
f11,84.46923946584307
f12,88.26903825521386
f13,99.98461097975897
f14,110.0747649505978
f15,115.65001151119982
