,f6_loss,f6_val_loss
0,0.005656870267332685,0.1788593574281881
1,0.004211691886073175,0.1176667329731323
2,0.004362723526928563,0.07946486809351146
3,0.004201265698835807,0.05669279589880782
4,0.003450831231775452,0.04201656900799546
5,0.0025713017350372873,0.03135058754424745
6,0.0018689460595174702,0.024122123296652344
7,0.0014001616391111395,0.020973660058019674
8,0.001116144267946737,0.02209334873393826
9,0.0009515172501513778,0.02650417874801065
10,0.0008599683699985837,0.032599024763113923
11,0.0008209779980210508,0.038904305976397664
12,0.0008167656212531164,0.04439259595954755
13,0.0008261723626187013,0.0484631943946683
14,0.000832000258954669,0.05096111744695375
15,0.000828339773000747,0.05215586886206507
16,0.0008168805648792503,0.05250365189064166
17,0.0008014520939499792,0.05241064289885754
